,filename,synthetic,reference,category,time_sensitive
65,synthetic_16.txt,yes,,COLLAB,NO
66,synthetic_17.txt,yes,,COLLAB,NO
67,synthetic_18.txt,yes,,COLLAB,YES
68,synthetic_19.txt,yes,,COLLAB,NO
69,synthetic_20.txt,yes,,COLLAB,NO
70,synthetic_21.txt,yes,,COLLAB,YES
71,synthetic_22.txt,yes,,COLLAB,NO
72,synthetic_23.txt,yes,,COLLAB,NO
73,synthetic_24.txt,yes,,COLLAB,NO
74,synthetic_25.txt,yes,,COLLAB,NO
75,synthetic_26.txt,yes,,COLLAB,NO
76,synthetic_27.txt,yes,,COLLAB,NO
77,synthetic_28.txt,yes,,COLLAB,NO
78,synthetic_29.txt,yes,,COLLAB,NO
79,synthetic_30.txt,yes,,COLLAB,NO
80,synthetic_31.txt,yes,,COLLAB,NO
81,synthetic_32.txt,yes,,COLLAB,NO
82,synthetic_33.txt,yes,,COLLAB,NO
83,synthetic_34.txt,yes,,COLLAB,NO
84,synthetic_35.txt,yes,,COLLAB,NO
85,synthetic_36.txt,yes,,COLLAB,NO
86,synthetic_37.txt,yes,,COLLAB,YES
87,synthetic_38.txt,yes,,COLLAB,NO
88,synthetic_39.txt,yes,,COLLAB,NO
89,synthetic_40.txt,yes,,COLLAB,NO
90,synthetic_41.txt,yes,,COLLAB,NO
91,synthetic_42.txt,yes,,COLLAB,NO
92,synthetic_43.txt,yes,,COLLAB,NO
93,synthetic_44.txt,yes,,COLLAB,NO
94,synthetic_45.txt,yes,,COLLAB,NO
95,synthetic_46.txt,yes,,COLLAB,NO
96,synthetic_47.txt,yes,,COLLAB,YES
97,synthetic_48.txt,yes,,COLLAB,NO
98,synthetic_49.txt,yes,,COLLAB,NO
99,synthetic_50.txt,yes,,COLLAB,NO
100,1.txt,no,,CURRICULUM,NO
101,10.txt,no,,CURRICULUM,NO
102,2.txt,no,,CURRICULUM,NO
103,3.txt,no,,CURRICULUM,NO
104,4.txt,no,,CURRICULUM,YES
105,5.txt,no,,CURRICULUM,NO
106,6.txt,no,,CURRICULUM,NO
107,7.txt,no,,CURRICULUM,NO
108,8.txt,no,,CURRICULUM,NO
109,9.txt,no,,CURRICULUM,NO
110,synthetic_11.txt,yes,,CURRICULUM,NO
111,synthetic_12.txt,yes,,CURRICULUM,YES
112,synthetic_13.txt,yes,,CURRICULUM,NO
113,synthetic_14.txt,yes,,CURRICULUM,NO
114,synthetic_15.txt,yes,,CURRICULUM,NO
115,synthetic_16.txt,yes,,CURRICULUM,NO
116,synthetic_17.txt,yes,,CURRICULUM,NO
117,synthetic_18.txt,yes,,CURRICULUM,NO
118,synthetic_19.txt,yes,,CURRICULUM,NO
119,synthetic_20.txt,yes,,CURRICULUM,NO
120,synthetic_21.txt,yes,,CURRICULUM,NO
121,synthetic_22.txt,yes,,CURRICULUM,NO
122,synthetic_23.txt,yes,,CURRICULUM,YES
123,synthetic_24.txt,yes,,CURRICULUM,NO
124,synthetic_25.txt,yes,,CURRICULUM,NO
125,synthetic_26.txt,yes,,CURRICULUM,NO
126,synthetic_27.txt,yes,,CURRICULUM,NO
127,synthetic_28.txt,yes,,CURRICULUM,NO
128,synthetic_29.txt,yes,,CURRICULUM,NO
129,synthetic_30.txt,yes,,CURRICULUM,NO
130,synthetic_31.txt,yes,,CURRICULUM,NO
131,synthetic_32.txt,yes,,CURRICULUM,NO
132,synthetic_33.txt,yes,,CURRICULUM,NO
133,synthetic_34.txt,yes,,CURRICULUM,NO
134,synthetic_35.txt,yes,,CURRICULUM,NO
135,synthetic_36.txt,yes,,CURRICULUM,NO
136,synthetic_37.txt,yes,,CURRICULUM,YES
137,synthetic_38.txt,yes,,CURRICULUM,NO
138,synthetic_39.txt,yes,,CURRICULUM,NO
139,synthetic_40.txt,yes,,CURRICULUM,NO
140,synthetic_41.txt,yes,,CURRICULUM,NO
141,synthetic_42.txt,yes,,CURRICULUM,NO
142,synthetic_43.txt,yes,,CURRICULUM,NO
143,synthetic_44.txt,yes,,CURRICULUM,NO
144,synthetic_45.txt,yes,,CURRICULUM,NO
145,synthetic_46.txt,yes,,CURRICULUM,NO
146,synthetic_47.txt,yes,,CURRICULUM,YES
147,synthetic_48.txt,yes,,CURRICULUM,NO
148,synthetic_49.txt,yes,,CURRICULUM,NO
149,synthetic_50.txt,yes,,CURRICULUM,NO
150,1.txt,no,,OTHER,NO
151,10.txt,no,,OTHER,NO
152,2.txt,no,,OTHER,NO
153,3.txt,no,,OTHER,NO
154,4.txt,no,,OTHER,NO
155,5.txt,no,,OTHER,NO
156,6.txt,no,,OTHER,NO
157,7.txt,no,,OTHER,NO
158,8.txt,no,,OTHER,NO
159,9.txt,no,,OTHER,NO
160,synthetic_11.txt,yes,,OTHER,NO
161,synthetic_12.txt,yes,,OTHER,NO
162,synthetic_13.txt,yes,,OTHER,NO
163,synthetic_14.txt,yes,,OTHER,NO
164,synthetic_15.txt,yes,,OTHER,NO
165,synthetic_16.txt,yes,,OTHER,NO
166,synthetic_17.txt,yes,,OTHER,NO
167,synthetic_18.txt,yes,,OTHER,NO
168,synthetic_19.txt,yes,,OTHER,NO
169,synthetic_20.txt,yes,,OTHER,NO
170,synthetic_21.txt,yes,,OTHER,NO
171,synthetic_22.txt,yes,,OTHER,NO
172,synthetic_23.txt,yes,,OTHER,YES
173,synthetic_24.txt,yes,,OTHER,NO
174,synthetic_25.txt,yes,,OTHER,NO
175,synthetic_26.txt,yes,,OTHER,NO
176,synthetic_27.txt,yes,,OTHER,YES
177,synthetic_28.txt,yes,,OTHER,YES
178,synthetic_29.txt,yes,,OTHER,NO
179,synthetic_30.txt,yes,,OTHER,NO
180,synthetic_31.txt,yes,,OTHER,NO
181,synthetic_32.txt,yes,,OTHER,NO
182,synthetic_33.txt,yes,,OTHER,NO
183,synthetic_34.txt,yes,,OTHER,NO
184,synthetic_35.txt,yes,,OTHER,NO
185,synthetic_36.txt,yes,,OTHER,NO
186,synthetic_37.txt,yes,,OTHER,NO
187,synthetic_38.txt,yes,,OTHER,NO
188,synthetic_39.txt,yes,,OTHER,NO
189,synthetic_40.txt,yes,,OTHER,NO
190,synthetic_41.txt,yes,,OTHER,NO
191,synthetic_42.txt,yes,,OTHER,YES
192,synthetic_43.txt,yes,,OTHER,NO
193,synthetic_44.txt,yes,,OTHER,YES
194,synthetic_45.txt,yes,,OTHER,NO
195,synthetic_46.txt,yes,,OTHER,NO
196,synthetic_47.txt,yes,,OTHER,NO
197,synthetic_48.txt,yes,,OTHER,NO
198,synthetic_49.txt,yes,,OTHER,NO
199,synthetic_50.txt,yes,,OTHER,NO
200,1.txt,no,,ADMIN,NO
201,10.txt,no,,ADMIN,NO
202,2.txt,no,,ADMIN,NO
203,3.txt,no,,ADMIN,NO
204,4.txt,no,,ADMIN,NO
205,5.txt,no,,ADMIN,NO
206,6.txt,no,,ADMIN,NO
207,7.txt,no,,ADMIN,NO
208,8.txt,no,,ADMIN,NO
209,9.txt,no,,ADMIN,NO
210,synthetic_11.txt,yes,,ADMIN,NO
211,synthetic_12.txt,yes,,ADMIN,NO
212,synthetic_13.txt,yes,,ADMIN,NO
213,synthetic_14.txt,yes,,ADMIN,NO
214,synthetic_15.txt,yes,,ADMIN,NO
215,synthetic_16.txt,yes,,ADMIN,YES
216,synthetic_17.txt,yes,,ADMIN,NO
217,synthetic_18.txt,yes,,ADMIN,NO
218,synthetic_19.txt,yes,,ADMIN,NO
219,synthetic_20.txt,yes,,ADMIN,NO
220,synthetic_21.txt,yes,,ADMIN,NO
221,synthetic_22.txt,yes,,ADMIN,YES
222,synthetic_23.txt,yes,,ADMIN,NO
223,synthetic_24.txt,yes,,ADMIN,NO
224,synthetic_25.txt,yes,,ADMIN,NO
225,synthetic_26.txt,yes,,ADMIN,YES
226,synthetic_27.txt,yes,,ADMIN,NO
227,synthetic_28.txt,yes,,ADMIN,NO
228,synthetic_29.txt,yes,,ADMIN,NO
229,synthetic_30.txt,yes,,ADMIN,NO
230,synthetic_31.txt,yes,,ADMIN,NO
231,synthetic_32.txt,yes,,ADMIN,YES
232,synthetic_33.txt,yes,,ADMIN,NO
233,synthetic_34.txt,yes,,ADMIN,NO
234,synthetic_35.txt,yes,,ADMIN,NO
235,synthetic_36.txt,yes,,ADMIN,NO
236,synthetic_37.txt,yes,,ADMIN,NO
237,synthetic_38.txt,yes,,ADMIN,NO
238,synthetic_39.txt,yes,,ADMIN,NO
239,synthetic_40.txt,yes,,ADMIN,NO
240,synthetic_41.txt,yes,,ADMIN,YES
241,synthetic_42.txt,yes,,ADMIN,NO
242,synthetic_43.txt,yes,,ADMIN,NO
243,synthetic_44.txt,yes,,ADMIN,NO
244,synthetic_45.txt,yes,,ADMIN,NO
245,synthetic_46.txt,yes,,ADMIN,YES
246,synthetic_47.txt,yes,,ADMIN,NO
247,synthetic_48.txt,yes,,ADMIN,NO
248,synthetic_49.txt,yes,,ADMIN,NO
249,synthetic_50.txt,yes,,ADMIN,NO
